drug_id,drug_name,drug_synonyms_value,drug_synonyms_type,therapy_areas,drug_primary_action_value,drug_primary_action_id,drug_secondary_action_value,drug_secondary_action_id,drug_primary_indication_value,drug_primary_indication_id,drug_secondary_indication_value,drug_secondary_indication_id,drug_primary_company_value,drug_primary_company_id,drug_secondary_company_value,drug_secondary_company_id,drug_company_originator_value,drug_company_originator_id,drug_brand_names,drug_generic_names,molecular_mechanism_value,molecular_mechanism_id,cellular_mechanism_value,cellular_mechanism_id
101079,azercabtagene zapreleucel,"allogeneic CAR T-cell therapy (ARCUS, cancer), Baxalta/ Precision BioSciences|allogeneic CAR T-cell therapy (ARCUS, cancer), Shire/Precision BioSciences|anti-CD19 CAR T-cell therapy (acute lymphoblastic leukemia), Precision BioSciences/Shire|PBCAR-0191|azercabtagene zapreleucel",Research Code|PINN,Cancer,B-lymphocyte antigen CD19 modulator,5080,Anticancer|Immunostimulant|T-lymphocyte stimulator,1545|393|7761,B-cell acute lymphoblastic leukemia|Mantle cell lymphoma|Non-Hodgkin lymphoma,1729|1744|319,Cancer,651,Precision BioSciences Inc,1032090,Baxalta Inc|Servier|Shire plc,1109518|19863|24652,Precision BioSciences Inc,1032090,,,,,,
101102,retifanlimab,"MGA-012|PD-1 checkpoint inhibitor (cancer), MacroGenics|INCMGA-00012|INCMGA-0012|retifanlimab",Research Code|Research Code|Research Code|USAN|INN,Cancer,Programmed cell death protein 1 inhibitor,67136,T-lymphocyte stimulator|Anticancer monoclonal antibody|Immunostimulant,7761|55685|393,Mesothelioma|Vascular neoplasm|Endometrioid carcinoma|Transitional cell carcinoma|Penis tumor|Sarcoma|Hematological neoplasm|Anal tumor|Bladder cancer|Fibrosarcoma|Leiomyosarcoma|Liposarcoma|Glioblastoma|Myxosarcoma|Squamous cell carcinoma|Merkel cell carcinoma|Stage III melanoma|Stage IV melanoma|Soft tissue sarcoma|Metastatic bladder cancer|Metastatic breast cancer|Metastatic non small cell lung cancer|Metastatic stomach cancer|Metastatic pancreas cancer|Metastatic head and neck cancer|Advanced solid tumor|Metastatic renal cell carcinoma|Solid tumor,1240|1539|1705|1771|1791|194|2054|2193|2380|2445|2446|2447|2454|2819|307|3235|3256|3257|3378|3466|3657|3665|3666|3669|3673|3713|4250|725,,,Zai Lab Limited|Incyte Corp,1101935|17216,MacroGenics Inc,29060,MacroGenics Inc,29060,,,Histamine H2 Receptor Antagonists,197,Signal Transduction Modulators,1402
101143,glumetinib,"small molecule therapeutic (oral/tablet, solid tumor), Shanghai Haihe Pharmaceutical/Shanghai Institute of Materia Medica/Shanghai Green Valley Pharmaceutical|gumeitini|HH-SCC-244|SCC-244|glumetinib",Research Code|Research Code,Cancer,Hepatocyte growth factor receptor antagonist,675,Anticancer protein kinase inhibitor,62255,Metastatic non small cell lung cancer|Advanced solid tumor|Solid tumor,3665|3713|725,,,Shanghai Institute of Materia Medica of the Chinese Academy of Sciences|Shanghai Green Valley Pharmaceutical Co Ltd|HaiHe Pharmaceuticals Co Ltd,25314|1074069|1074074,,,Shanghai Institute of Materia Medica of the Chinese Academy of Sciences,25314,,,,,,
101162,"thiotepa (hematopoietic stem cell transplantation/solid tumors), Adienne","triethylenethiophosphoramide|52-24-4|thiotepa|thiotepa (hematopoietic stem cell transplantation/solid tumors), Adienne|Tepadina",USAN|BANN|INN|Trade Name,Cancer|Immune,,,Anticancer,1545,Hematopoietic stem cell transplantation|Solid tumor,3888|725,,,Accord Healthcare Inc|ADIENNE Pharma & Biotech SA,1052220|1037960,,,ADIENNE Pharma & Biotech SA,1037960,,,,,,
101174,valemetostat,"enhancer of zeste homolog 1/2 dual inhibitor (acute myeloid leukemia), Daiichi Sankyo|DS-3201b|OR-S1|(R)-OR-S2|DS-3201|valemetostat|DS-3201a|valemetostat tosylate",Research Code|Research Code|Research Code|Research Code|INN|Research Code|Research Code,Cancer,Enhancer of zeste homolog 2 inhibitor|Enhancer of zeste homolog 1 inhibitor,43815|43812,Anticancer,1545,Small-cell lung cancer|Hodgkins disease|Acute lymphoblastic leukemia|Acute myelogenous leukemia|Mantle cell lymphoma|Follicle center lymphoma|Splenic marginal zone lymphoma|Diffuse large B-cell lymphoma|Primary mediastinal large B-cell lymphoma|Peripheral T-cell lymphoma|Cutaneous T-cell lymphoma|Anaplastic large cell lymphoma|Adult T-cell lymphoma|Angioimmunoblastic T-cell lymphoma|Intestinal T-cell lymphoma|B-cell lymphoma|Non-Hodgkin lymphoma,1261|161|1728|1731|1744|1745|1747|1749|1750|1753|1754|1755|1757|1758|1760|316|319,Hematological neoplasm,2054,Daiichi Sankyo Co Ltd,1017506,,,Daiichi Sankyo Co Ltd,1017506,,,Xanthine Oxidase Inhibitors,514,,
101314,upifitamab rilsodotin,"XMT-1536|auristatin/NaPi2b-targeting-antibody drug conjugate (cancer), Mersana Therapeutics|auristatin-MERS-67 drug conjugate (cancer), Mersana Therapeutics|auristatin-XMT-1535 drug conjugate (cancer), Mersana Therapeutics|auristatin-upifitamab drug conjugate (cancer), Mersana Therapeutics|upifitamab rilsodotin|UpRi, Mersana Therapeutics Inc",Research Code,Cancer,Sodium phosphate cotransporter 2B modulator,32669,Microtubule inhibitor|Anticancer antibody,2575|55684,Thyroid tumor|Renal cell carcinoma|Fallopian tube cancer|Peritoneal tumor|Metastatic non small cell lung cancer|Metastatic ovary cancer|Salivary gland cancer|Cancer|Ovary tumor,1134|1766|2243|3083|3665|3866|4299|651|799,,,Mersana Therapeutics Inc|Recepta biopharma,1002523|1035632,,,Mersana Therapeutics Inc,1002523,,,,,,
101322,MV-NIS,"oncolytic measles virus therapy expressing NIS (bladder cancer, medulloblastoma, recurrent ATRT), Vyriad|MV-NIS|Measles-NIS",Research Code|Research Code,Cancer,,,Immunostimulant|Anticancer,393|1545,Bladder cancer|Medulloblastoma,2380|2533,Mesothelioma|Gastrointestinal tumor|Multiple myeloma|Hematological neoplasm|Glioblastoma|Metastatic non small cell lung cancer|Head and neck tumor|Ovary tumor,1240|131|1828|2054|2454|3665|623|799,Vyriad Inc,1121040,,,Vyriad Inc,1121040,,,,,,
101385,"prolgolimab (iv, advanced solid tumor/renal cell carcinoma/stage III melanoma/stage IV melanoma/metastatic non-small cell lung cancer/lung tumor), Biocad","anti PD-1 mAb (cancer), Biocad|BCD-100, Biocad|anti PD-1 monoclonal antibody (cancer), Biocad|PD-1 checkpoint inhibitor (solid tumor), Biocad|prolgolimab|prolgolimab (iv, advanced solid tumor/renal cell carcinoma/stage III melanoma/stage IV melanoma/metastatic non-small cell lung cancer/lung tumor), Biocad|Forteca|prolgolimab (iv, advanced solid tumor/renal cell carcinoma/stage III melanoma/stage IV melanoma/metastatic non-small cell lung cancer/lung tumor/squamous carcinoma/cervical cancer), Biocad",Research Code|INN|Trade Name,Cancer,Programmed cell death protein 1 inhibitor,67136,T-lymphocyte stimulator|Immunostimulant|Anticancer monoclonal antibody,7761|393|55685,Renal cell carcinoma|Squamous cell carcinoma|Stage III melanoma|Stage IV melanoma|Metastatic non small cell lung cancer|Advanced solid tumor|Uterine cervix tumor|Lung tumor,1766|307|3256|3257|3665|3713|427|755,,,SPH-BIOCAD (HK) Limited|Biocad Ltd,1250828|1035286,,,Biocad Ltd,1035286,,,Leukotriene Synthesis Inhibitors|Leukotriene Receptor Antagonists|Mediator Release Inhibitors,356|237|802,Signal Transduction Modulators,1402
101423,INCB-057643,"INCB-057643|BET inhibitors (advanced tumor), Incyte Corp|INCB-57643",Research Code|Research Code,Cancer|Hematologic,Bromodomain containing protein inhibitor,34558,Synergist|Anticancer,7293|1545,Metastasis|Lymphoma|Hematological neoplasm|Myelofibrosis|Ewing sarcoma|Hormone refractory prostate cancer|Advanced solid tumor,1069|203|2054|2436|2975|3246|3713,,,Incyte Corp,17216,,,Incyte Corp,17216,,,,,,
101425,rineterkib,LTT-462|rineterkib,Research Code|PINN,Cancer,Extracellular signal related kinase inhibitor|Extracellular signal related kinase-1 inhibitor|Extracellular signal related kinase-2 inhibitor,173760|4364|4366,Anticancer protein kinase inhibitor,62255,Non-small-cell lung cancer|Melanoma|Stage IV melanoma|Metastatic colorectal cancer|Advanced solid tumor|Ovary tumor,1262|205|3257|3658|3713|799,,,Novartis AG,23137,,,Novartis AG,23137,,,Dopamine Receptor Agonists,129,Signal Transduction Modulators,1402
101427,simurosertib hydrate,TAK-931|simurosertib hydrate|simurosertib,Research Code|PINN,Cancer,CDC7 protein kinase inhibitor,4758,Anticancer protein kinase inhibitor,62255,Carcinosarcoma|Metastatic pancreas cancer|Advanced solid tumor|Uterus tumor|Ovary tumor,2614|3669|3713|740|799,Metastatic colorectal cancer|Metastatic non small cell lung cancer|Metastatic esophageal cancer|Cancer|Colorectal tumor,3658|3665|3667|651|989,Takeda Oncology,21991,,,Takeda Oncology,21991,,,,,,
101434,JNJ-63709178,"JNJ-63709178|CNTO-9958|anti-CD3/anti-CD123 bispecific T-cell engager (DuoBody, acute myeloid leukemia), Janssen|JNJ-9178",Research Code|Research Code|Research Code,Cancer,CDw123 modulator|CD3 modulator,5427|5023,Anticancer antibody|Immunostimulant|T-lymphocyte stimulator,55684|393|7761,Acute myelogenous leukemia,1731,,,Janssen Research & Development LLC,1067538,,,Janssen Research & Development LLC,1067538,,,,,,
10144,rasburicase,urate oxidase|Elitek|SR-29142|Fasturtec|rasburicase|urate oxydase|Rasuritek,Trade Name|Research Code|Trade Name|USAN|BANN|INN|Trade Name,Endocrine/Metabolic|Inflammatory,Uricase stimulator,11816,Uric acid modulator,1808,Hyperuricemia,180,Gout,136,Sanofi SA,1009547,Sanofi-Synthelabo|Sanofi (pre-1999),26494|26495,Sanofi-Synthelabo,26494,,,,,,
101498,olutasidenib,"FT-2102|mutated isocitrate dehydrogenase 1 inhibitor (oral, AML/MDS), FORMA Therapeutics|mIDH1 inhibitor (AML/MDS), FORMA Therapeutics|olutasidenib",Research Code|USAN|PINN,Cancer,Isocitrate dehydrogenase inhibitor|Mitochondrial isocitrate dehydrogenase inhibitor,6333|67505,Anticancer,1545,Myelodysplastic syndrome|Acute myelogenous leukemia|Cholangiocarcinoma|Chondrosarcoma|Glioblastoma|Advanced solid tumor|Hepatobiliary system tumor,1272|1731|1765|2444|2454|3713|629,,,FORMA Therapeutics Inc,1043304,,,FORMA Therapeutics Inc,1043304,,Pyrrolomycin F1,,,,
101613,SHR-1316,"SHR-1316|HTI-1088|anti-PD-L1 humanized IgG4 monoclonal antibody (cancer), Jiangsu Hengrui Medicine|PD-L1 checkpoint inhibitor (cancer), Jiangsu Hengrui Medicine/Atridia|HTI-1316|adebrelimab",Research Code|Research Code|Research Code|INN,Cancer,Programmed cell death ligand 1 inhibitor,14007,T-lymphocyte stimulator|Anticancer monoclonal antibody|Immunostimulant,7761|55685|393,Small-cell lung cancer|Hematological neoplasm|Metastatic non small cell lung cancer|Metastatic esophageal cancer|Advanced solid tumor|Cancer,1261|2054|3665|3667|3713|651,,,Jiangsu Hengrui Medicine Co Ltd|Atridia Pty Ltd,1006925|1111516,,,Jiangsu Hengrui Medicine Co Ltd,1006925,,,,,,
101614,BAY-1436032,"BAY-1436032|mIDH-1 inhibitor (cancer), Bayer",Research Code,Cancer,Isocitrate dehydrogenase inhibitor,6333,Anticancer,1545,,,Acute myelogenous leukemia|Advanced solid tumor|Cancer,1731|3713|651,,,Bayer AG,14455,Bayer AG,14455,,,,,,
101634,"anti-CD20 CAR T-cell therapy (diffuse large B cell lymphoma), Southwest Hospital Chongqing","anti-CD20 CAR T-cell therapy (diffuse large B cell lymphoma), Southwest Hospital Chongqing",,Cancer,B-lymphocyte antigen CD20 modulator,5083,Anticancer|T-lymphocyte stimulator|Immunostimulant|Genetically engineered autologous cell therapy,1545|7761|393|4790,Diffuse large B-cell lymphoma,1749,,,Southwest Hospital Chongqing,1056033,,,Southwest Hospital Chongqing,1056033,,,,,,
101638,BMS-986178,"anti-OX40 antibodies (cancer), Bristol-Myers Squibb|BMS-986178|OX40 costimulator (cancer), Bristol-Myers Squibb",Research Code,Cancer,OX-40 receptor agonist,5443,Anticancer monoclonal antibody|T-lymphocyte stimulator|Immunostimulant,55685|7761|393,Metastatic breast cancer|Advanced solid tumor,3657|3713,Lymphoplasmacytic lymphoma|Mantle cell lymphoma|Follicle center lymphoma|Marginal zone B-cell lymphoma|B-cell lymphoma,1743|1744|1745|1746|316,Bristol-Myers Squibb Co,15065,,,Bristol-Myers Squibb Co,15065,,,,,,
101683,SGN-CD352A,"SGN-CD352A|CD352-targeted antibody-drug conjugate (cancer), Seattle Genetics|SGN-352A",Research Code|Research Code,Cancer,SLAM family member 6 modulator,45390,Anticancer monoclonal antibody,55685,,,Cancer,651,,,Seagen Inc,25554,Seagen Inc,25554,,,,,,
101717,CDX-1140,"CD40 agonist antibodies (cancer), Celldex Therapeutics|CDX-1140|CD40 costimulator (cancer), Celldex Therapeutics|human IgG2 CD40 agonist mAb (cancer/melanoma/uveal melanoma/brain tumor), Celldex Therapeutics|human IgG2 CD40 agonist mAb (cancer/melanoma/uveal melanoma/brain tumor/pancreatic ductal adenocarcinoma), Celldex Therapeutics",Research Code,Cancer,CD40 ligand receptor agonist,5141,B-lymphocyte stimulator|Dendritic cell stimulator|Macrophage stimulator|Immunostimulant|Anticancer monoclonal antibody|Anticancer,7741|173472|7751|393|55685|1545,Pancreatic ductal adenocarcinoma|Mantle cell lymphoma|Diffuse large B-cell lymphoma|Cholangiocarcinoma|Fallopian tube cancer|Bladder cancer|Squamous cell carcinoma|Peritoneal tumor|B-cell lymphoma|Non-Hodgkin lymphoma|Stage I melanoma|Stage II melanoma|Stage III melanoma|Stage IV melanoma|Metastatic liver cancer|Metastatic breast cancer|Metastatic colorectal cancer|Metastatic non small cell lung cancer|Metastatic stomach cancer|Metastatic esophageal cancer|Metastatic pancreas cancer|Metastatic head and neck cancer|Advanced solid tumor|Uveal melanoma|Metastatic ovary cancer|Metastatic renal cell carcinoma|Cancer|Brain tumor,1507|1744|1749|1765|2243|2380|307|3083|316|319|3254|3255|3256|3257|3462|3657|3658|3665|3666|3667|3669|3673|3713|3788|3866|4250|651|760,,,Celldex Therapeutics Inc,25726,,,Celldex Therapeutics Inc,25726,,,,,,
101721,SPH-1188-11,"SPH-1188|SPH-1188-11|small molecule therapeutic (oral/tablet, NSCLC), Shanghai Pharmaceuticals Holding|I-010",Research Code|Research Code|Research Code,Cancer,EGFR family tyrosine kinase receptor inhibitor,3754,Anticancer protein kinase inhibitor,62255,Non-small-cell lung cancer,1262,,,Shanghai Pharmaceuticals Holding Co Ltd,1060612,,,Shanghai Pharmaceuticals Holding Co Ltd,1060612,,STA-Protease,,,,
101738,AFM-24,"AFM-24|EGFR/CD16A antibodies (solid tumors), Affimed GmbH|anti-CD16A/anti-EGFR bispecific immune-cell engager (TandAb, cancer), Affimed|anti-CD16A/anti-EGFR bispecific NK-cell engager (TandAb, cancer), Affimed|ICE (Affimed’s innate cell engager)",Research Code|Trade Name,Cancer,Immunoglobulin gamma Fc receptor IIIA agonist|Epidermal growth factor receptor modulator,27981|3605,Natural killer cell stimulator|Anticancer antibody|Leukocyte stimulator|Immunostimulant,7757|55684|7747|393,Glioblastoma|Metastatic bladder cancer|Metastatic renal cancer|Metastatic breast cancer|Metastatic colorectal cancer|Metastatic stomach cancer|Metastatic esophageal cancer|Metastatic lung cancer|Metastatic pancreas cancer|Metastatic head and neck cancer|Advanced solid tumor|Uterine cervix tumor|Ovary tumor,2454|3466|3467|3657|3658|3666|3667|3668|3669|3673|3713|427|799,Cancer,651,Affimed NV,30783,,,Affimed NV,30783,,,,,,
101768,ADP-A2M4,"MAGE-A4 SPEAR TCR therapy (cancer), Adaptimmune Therapeutics|autologous genetically modified MAGE-A4 C1032 T cells (cancer), Adaptimmune|anti-MAGE-A4/HLA-A*02 TCR T cell therapy (SPEAR, cancer), Adaptimmune Therapeutics|ADP-A2M4",Research Code,Cancer,Melanoma associated antigen 4 modulator|HLA class I antigen A-2 alpha modulator,21961|19115,Anticancer|Immunostimulant|T-lymphocyte stimulator|Genetically engineered autologous cell therapy,1545|393|7761|4790,Esophagus tumor|Non-small-cell lung cancer|Stomach tumor|Melanoma|Bladder cancer|Liposarcoma|Soft tissue sarcoma|Metastatic head and neck cancer|Head and neck tumor|Ovary tumor,1011|1262|127|205|2380|2447|3378|3673|623|799,Cancer,651,Adaptimmune Therapeutics plc,1047486,,,Adaptimmune Therapeutics plc,1047486,,,,,,
101821,sirpiglenastat,"JHU-083|JHU-083, John Hopkins University|5c, Dracen Pharmaceuticals|DON prodrug (iv, glioblastoma), Dracen Pharmaceuticals|glutamine antagonist (iv/prodrug, glioblastoma), Dracen Pharmaceuticals|DRP-104|DON prodrug (cancer), Dracen Pharmaceuticals|sirpiglenastat",Research Code|Research Code|USAN,Cancer|Immune|Inflammatory|Neurology/Psychiatric,Glutaminase inhibitor,85018,Anti-inflammatory|Anticancer|Synergist,2953|1545|7293,HIV associated dementia|Inflammatory disease|Squamous cell carcinoma|Larynx tumor|Autoimmune disease|Metastatic non small cell lung cancer|Advanced solid tumor|Cancer|Lung tumor|Mouth tumor|Pharynx tumor,1275|188|307|3198|36|3665|3713|651|755|793|794,,,Dracen Pharmaceuticals Inc,1159967,Johns Hopkins University,20596,Johns Hopkins University,20596,,,,,,
101844,ZSP-1602,ZSYM-004|ZSP-1602,Research Code|Research Code,Cancer,Smoothened receptor antagonist,11036,Anticancer,1545,Esophagus tumor|Neuroendocrine tumor|Small-cell lung cancer|Stomach tumor|Basal cell carcinoma|Glioblastoma|Medulloblastoma|Cancer,1011|1128|1261|127|1764|2454|2533|651,,,Guangdong Zhongsheng Pharmaceutical Co Ltd|WuXi AppTec Co Ltd,1063219|1014227,,,Guangdong Zhongsheng Pharmaceutical Co Ltd,1063219,,,,,,
101870,BA-3011,"CAB-Axl-ADC|anti-Axl conditionally active biologic antibody-drug conjugate (cancer), BioAtla/Himalaya|BA-3011|anti-AXL antibody-monomethyl auristatin E (MMAE) conjugate (cancer), BioAtla/Himalaya",Research Code|Research Code,Cancer,Axl tyrosine kinase receptor inhibitor,3742,Microtubule inhibitor|Anticancer monoclonal antibody|Anticancer protein kinase inhibitor|Immunotoxin,2575|55685|62255|539,Hormone refractory prostate cancer|Soft tissue sarcoma|Metastatic non small cell lung cancer|Metastatic pancreas cancer|Advanced solid tumor|Ovary tumor,3246|3378|3665|3669|3713|799,Pancreas tumor|Cancer,249|651,BioAtla llc|Himalaya Therapeutics SEZC,1054676|1241379,Sinobioway Group Co Ltd,1087964,BioAtla llc,1054676,,,,,,
101872,zimberelimab,"GLS-010|anti-PD-1 fully human mAb (cancer), Harbin Gloria Pharmaceuticals/WuXi PharmaTech|WBP-3055|PD-1 checkpoint inhibitor (OmniRat, cancer), Harbin Gloria Pharmaceuticals/WuXi Pharma Tech/Arcus Biosciences|AB-122|Zimberelimab|zimberelimab|GS-0122",Research Code|Research Code|Research Code|PINN|Research Code,Cancer,Programmed cell death protein 1 inhibitor,67136,T-lymphocyte stimulator|Anticancer monoclonal antibody|Immunostimulant,7761|55685|393,Esophagus tumor|Non-small-cell lung cancer|Hodgkins disease|Endometrioid carcinoma|Diffuse large B-cell lymphoma|Renal cell carcinoma|Multiple myeloma|Melanoma|Bladder cancer|Glioblastoma|Squamous cell carcinoma|Non-Hodgkin lymphoma|Larynx tumor|Merkel cell carcinoma|Hormone refractory prostate cancer|Stage IV melanoma|Metastatic colorectal cancer|Metastatic non small cell lung cancer|Metastatic stomach cancer|Metastatic esophageal cancer|Metastatic pancreas cancer|Advanced solid tumor|Uterine cervix tumor|Breast tumor|Head and neck tumor|Cancer|Lung tumor|Mouth tumor|Pharynx tumor|Ovary tumor|Colorectal tumor,1011|1262|161|1705|1749|1766|1828|205|2380|2454|307|319|3198|3235|3246|3257|3658|3665|3666|3667|3669|3713|427|49|623|651|755|793|794|799|989,,,Harbin Gloria Pharmaceuticals Co Ltd|Taiho Pharmaceutical Co Ltd|Gilead Sciences Inc|WuXi Biologics (Cayman) Inc|Arcus Biosciences Inc,1065561|18720|16450|1122083|1129346,,,Harbin Gloria Pharmaceuticals Co Ltd,1065561,,,Calcium Channel Blockers,361,,
101878,IO-101,IO-101,Research Code,Cancer,"T-cell surface glycoprotein CD8 modulator|Indoleamine-pyrrole-2,3-dioxygenase modulator",5038|6365,Anticancer|Therapeutic vaccine,1545|12379,Stage IV melanoma|Metastatic non small cell lung cancer,3257|3665,,,IO Biotech ApS,1121281,,,IO Biotech ApS,1121281,,,,,,
101880,AZD-5153,"AZD-5153|bivalent BRD4 bromodomain inhibitor (cancer), AstraZeneca",Research Code,Cancer,Bromodomain containing protein 4 inhibitor,34570,Anticancer protein kinase inhibitor,62255,Myelodysplastic syndrome|Acute myelogenous leukemia|Lymphoma|Non-Hodgkin lymphoma|Solid tumor|Ovary tumor,1272|1731|203|319|725|799,Cancer,651,AstraZeneca plc,14190,,,AstraZeneca plc,14190,,,Angiotensin-I Converting Enzyme (ACE) Inhibitors,381,,
